Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
FACULDADE MARANHENSE SÃO JOSÉ DOS COCAIS;FSJ;MA;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Serviço Social de São Caetano do Sul;FAPSS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CASTRO ALVES;FCA;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE MURIALDO;FAMUR;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera de Palmas;;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FRUTAL;FAF;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário de Talentos Humanos;Facthus;MG;universidade e instâncias ligadas à universidades;;;
CENTRO SUPERIOR DE ENSINO E PESQUISA DE MACHADO;CESEP;MG;universidade e instâncias ligadas à universidades;;;
Escola Superior São Judas de Guarulhos;;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas do Rio Grande do Norte - FANORTES;;RN;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DE CAMAQUÃ;FAMECA;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DO TRIÂNGULO;UNITRI;MG;universidade e instâncias ligadas à universidades;;;
ESCOLA NACIONAL DE ADMINISTRAÇÃO PÚBLICA;ENAP;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO MILTON CAMPOS;FAMC;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CERES;ISE-CERES;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Cachoeiro de Itapemirim;;ES;universidade e instâncias ligadas à universidades;;;
STRONG BUSINESS SCHOOL;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Mais de Ituiutaba;FacMais;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera do Amazonas;;AM;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP;ISCECAP;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS CONTÁBEIS DE NOVA ANDRADINA - FACINAN;FACINAN;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE TEIXEIRA DE FREITAS;;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E CONTÁBEIS COSTA BRAGA;FCB;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI CETIND;;BA;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO MANHUMIRIM;FACULDADES DOCTUM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC CEARA;SENACCE;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE ITEANA DE BOTUCATU;FITB;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE JOÃO PESSOA;FATEC;PB;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO FAVENI;UNIFAVENI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Edufor de Salvador;EDUFOR;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI BELO HORIZONTE;FATEC SENAI BH;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE PHYSIO CURSOS;FACPHYSIO;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI TOLEDO;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE IBIÚNA;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ESPÍRITO SANTO;FAES;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO PORTAL;FEP;CE;universidade e instâncias ligadas à universidades;;;
Faculdade G8;FG8;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE RIO GUARIBAS;FaRG;PI;universidade e instâncias ligadas à universidades;;;
INSTITUTO BRASILEIRO DE EDUCACAO SUPERIOR CONTINUADA;IBEC;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE KENNEDY DE MINAS GERAIS - FKMG;FKMG;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA FATEP;FATEP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE SÃO CARLOS;FADISC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Autônoma do Brasil - Maceió;FBR Maceió;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE FRASSINETTI DO RECIFE;FAFIRE;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA IAPEC;IAPEC;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE ESPECIALIZADA NA ÁREA DE SAÚDE DO RIO GRANDE DO SUL;FASURGS;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE DE NOVA SERRANA;FANS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade da Amazônia Legal;FAMA;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Pindamonhangaba;FATEC PI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA PADRE ANCHIETA;CETEPA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE NACIONAL DE RIO DO SUL;FANRIOS;SC;universidade e instâncias ligadas à universidades;;;
Faculdade UNIGUAÇU;FAC UNIGUAÇU;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI SÃO JOSÉ;SENAISC;SC;universidade e instâncias ligadas à universidades;;;
Fundação Escola Lince Kempim;FELK;RO;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO;FEBASP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Campina Grande;;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE J. SIMÕES ENSINO SUPERIOR;FABAVI;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE DOCTUM DE SETE LAGOAS;DOCTUM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ARIANO SUASSUNA - UNIVAS;;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Setubinha;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO AGRESTE DE PERNAMBUCO;UFAPE;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE EVANGÉLICA DE SALVADOR;FACESA;BA;universidade e instâncias ligadas à universidades;;;
FACULDADES EVANGÉLICAS INTEGRADAS CANTARES DE SALOMÃO;FEICS;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIRB - JUAZEIRO;FACULDADE UNIRB;BA;universidade e instâncias ligadas à universidades;;;
Centro de Ensino Superior de Conselheiro Lafaiete;CES-CL;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE;FAEC;RO;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio do Pará - Estácio FAP;ESTÁCIO FAP;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA FTEC;FTEC Novo Hamburgo;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MAURICIO DE NASSAU DE ARACAJU;;SE;universidade e instâncias ligadas à universidades;;;
FACULDADE ATENAS CENTRO DE MATO GROSSO;;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de São Carlos;FASC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Tiradentes de Goiana;FITS;PE;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE GOIÁS;UFG;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Cognitivo;COGNITIVO;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DA VITÓRIA DE SANTO ANTÃO;UNIVISA;PE;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO UNA;UNA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Unida de São Paulo - EaD;FAUSP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ISAAC NEWTON;FACINE;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FORMAÇÃO DE PROFESSORES DE SERRA TALHADA;FAFOPST;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE ANGLICANA DE ERECHIM;FAE;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Municipal de Educação e Meio Ambiente;FAMA;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE INTERMUNICIPAL DO NOROESTE DO PARANÁ;FACINOR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade UNINORTE Tailândia;UNINORTE;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE SUDAMÉRICA;SUDAMÉRICA;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA SÃO CARLOS;;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA NORTE RIOGRANDENSE;FAMEN;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Uniavan Rio do Sul;Uniavan;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Ana Carolina Puga;FAPUGA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE PITÁGORAS DE CONCÓRDIA;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade CEAM;CEAM;PE;universidade e instâncias ligadas à universidades;;;
Unama Faculdade da Amazônia de Macapá;;AP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE VITÓRIA;;ES;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL REI;UFSJ;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ILHA SOLTEIRA;FAISA;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUDESTE DE MINAS GERAIS;IFSEMG;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE MONSENHOR HIPOLITO;FMH;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Anhanguera de Assis;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE TAGUATINGA;;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Pan-Americana de Administração e Direito;FAPAD;PR;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE VÁRZEA GRANDE;FIAVEC;MT;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE SETE LAGOAS;UNIFEMM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ESTUDOS SOCIAIS APLICADOS DE VIANA;FESAV;ES;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING DO RIO DE JANEIRO;ESPM;RJ;universidade e instâncias ligadas à universidades;;;
Centro Universitário Processus;UNIPROCESSUS;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO DE MARIANA;FAMA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Leonardo da Vinci de Belo Horizonte;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DO RIO DE JANEIRO;FATERJ;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS E TECNOLOGIA DA BAHIA;FACITE;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Católica de Abaetetuba;FCAB;PA;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Erechim;;RS;universidade e instâncias ligadas à universidades;;;
GRUPO DE NUTRIÇÃO HUMANA;GANEP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO UNIFICADO DE BELO HORIZONTE;FEUBH;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário Tiradentes de Pernambuco;UNIT PE;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE REGIONAL JAGUARIBANA;FRJ;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE ALPHAVILLE;FAVI;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO PADRE ANCHIETA;UNIANCHIETA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Vazante;FEES Vazante;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE VILLA-LOBOS DO CONE-LESTE PAULISTA;FAV-COLESP;SP;universidade e instâncias ligadas à universidades;;;
ESCOLA DE DIREITO FUCAPE;FUCAPE DIREITO;ES;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE SÃO MARCOS;USM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Batista do Cariri;FBC;CE;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DE CUIABÁ;UNIC/UNIME;MT;universidade e instâncias ligadas à universidades;;;
Faculdade Sartre COC;FACOC SALVADOR;BA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SÃO LUCAS;UniSL;RO;universidade e instâncias ligadas à universidades;;;
Faculdade Soberana de Arapiraca;Soberana;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE SÃO BERNARDO;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Rio Sono;riso;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN;FACENE/RN;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Acesita;FACESITA;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO TIRADENTES;UNIT;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE BRASILEIRA DE TECNOLOGIA;FBT;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE REGIONAL DO AMAZONAS;FAM;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE ARI DE SÁ;FAS;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE MARISTA;FM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DE ANÁPOLIS;FAMA;GO;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SÃO GONÇALO;FATESG;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE SANAR;SANAR;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTO ANTÔNIO DE PÁDUA;FASAP;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Nova Roma de Campo Grande;FNR - Campo Grande;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO SÃO FRANCISCO;FAESF;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO TECNOLÓGICA DO ESTADO DO RIO DE JANEIRO - FAETERJ;FAETERJ TRÊS RIOS;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE ATENAS SORRISO;;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE JOÃO PAULO II;FAJOP;GO;universidade e instâncias ligadas à universidades;;;
Centro Universitário FMABC;FMABC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia do Tatuapé;FATEC-TT;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE PIRACICABA;UNIVERITAS PCBA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE CAXIAS DO SUL;;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SANT´ANNA;UNISANT'ANNA;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;ESTÁCIO FARGS;RS;universidade e instâncias ligadas à universidades;;;
FACULDADES UNIDAS DE PESQUISA, CIÊNCIAS E SAÚDE LTDA;FAPEC;BA;universidade e instâncias ligadas à universidades;;;
FAMAC - FACULDADE DE MACHADINHO DO OESTE;FAMAC;RO;universidade e instâncias ligadas à universidades;;;
Faculdade Gran Tietê;FGT;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE JUIZ DE FORA;UFJF;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO SUPERIOR DO INTERIOR PAULISTA;FAIP;SP;universidade e instâncias ligadas à universidades;;;
Escola Superior de Catalão;;GO;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO DELTA DO PARNAIBA;UFDPAR;PI;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DE FEIRA DE SANTANA;UEFS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Piraúba;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE CAPITAL FEDERAL DE ITAPECERICA DA SERRA;FECAF;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Cruz Das Almas;;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE CNEC GRAVATAÍ;;RS;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO;UENF;RJ;universidade e instâncias ligadas à universidades;;;
Instituto de Desenvolvimento e Aprendizagem - IDEA São Luiz;IDEA São Luiz;MA;universidade e instâncias ligadas à universidades;;;
FACULDADES DE CAMPINAS;FACAMP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC CAÇADOR;SENAC;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Dom Pedro II de Sergipe;DP II Sergipe;SE;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS ANÍSIO TEIXEIRA;ISAT;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS HUMANAS;IMENSU;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SALVADOR;;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE NEGÓCIOS E TECNOLOGIAS DA INFORMAÇÃO;;DF;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE CATÓLICA DE SANTOS;UNISANTOS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Phorte de Educação e Tecnologia;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Paranaguá;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA E GESTÃO;FATEG;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE SUPERIOR DE RIBAS DO RIO PARDO;FASURP;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIVERSO BRASÍLIA;;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO LEOPOLDO MANDIC DE ARARAS;SLMANDIC-ARARAS;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;INATEL;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE EVANGÉLICA DE RUBIATABA;FER;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE MASTER;FAC MASTER;SE;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE BELO HORIZONTE;UNI-BH;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE METROPOLITANA DE SANTOS;UNIMES;SP;universidade e instâncias ligadas à universidades;;;
CENTRO DE ENSINO SUPERIOR DE ILHÉUS;CESUPI;BA;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE PROPAGANDA E MARKETING;ESPM;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO TOCANTINENSE PRESIDENTE ANTONIO CARLOS;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade Cetrus Sanar;CETRUS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE FIDELIS;FF;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE SALESIANA DOM BOSCO;FSDB;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE UNYPUBLICA;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ASSIS;FASS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO, COMÉRCIO E EMPREENDEDORISMO;FACEM;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE FINACI;FINACI;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ESTUDOS SUPERIORES DO MARANHÃO;IESMA;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE BETIM;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADES PEQUENO PRÍNCIPE;FPP;PR;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DE PIEDADE;IESP;PE;universidade e instâncias ligadas à universidades;;;
Instituto Universitário São Judas de Guarulhos;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ATENAS PORTO SEGURO;;BA;universidade e instâncias ligadas à universidades;;;
PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;PUCRS;RS;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO PARÁ;UFPA;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA FAESA - UNIDADE GUARAPARI;;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SÃO PAULO;FASP;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MOURA LACERDA;CUML;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO CIÊNCIAS ECON E CONTÁBEIS DE GUARATINGUETÁ;FACEAG;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS;INES;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DA ESCADA;FAESC;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DE RIO DO SUL;FAMESUL;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIBRAS DO PARÁ;FACBRAS;PA;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum de João Monlevade;DOCTUM;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARÁ;IFPA;PA;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de São Francisco;FUNEES São Francisco;MG;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DO MINISTÉRIO PÚBLICO;ESCOLAMP;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Múltipla;;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE IBCMED;IBCMED;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Araras;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE TATUÍ;FAFICILE;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE RODOLFO TEÓFILO;FRT;CE;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR BLAURO CARDOSO DE MATTOS;FASERRA;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Pitagoras de Eunapolis;FPE;BA;universidade e instâncias ligadas à universidades;;;
FACULDADES RESENDE DE FREITAS;UESRF;MT;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum da Zona Norte de Juiz de Fora;Doctum;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CARLOS CHAGAS;ISECC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia Ícone;FACTI;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGÜERA DE RIBEIRÃO PRETO;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CENECISTA DE FORTALEZA;FACEFOR;CE;universidade e instâncias ligadas à universidades;;;
Instituto Una de Itabira;Una;MG;universidade e instâncias ligadas à universidades;;;
Faculdade UNÍNTESE;;RS;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS;IF SUL DE MINAS;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO;UFTM;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIFAMETRO MARACANAÚ;;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAC CHAPECÓ;SENAC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DO FUTURO;FAF;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE TECSOMA;FATEC;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE OSASCO;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior Pelegrino Cipriani;FASPEC;MT;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO;UNIMESP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Nossa Senhora da Conceição;FSC;SE;universidade e instâncias ligadas à universidades;;;
FACULDADE ALIANÇA DE ITABERAI;;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE VARGEM GRANDE PAULISTA;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DA UNIÃO DE ENSINO SUPERIOR CERTO;UNICERTO;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE ÚNICA DE TIMÓTEO;FUNIT;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE NILTON LINS;UNINILTONLINS;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE SANTA MARIA;FISMA;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE CÂNDIDO RONDON DE RONDONÓPOLIS;FCRROO;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE EASE BRASIL;EASE;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE MACHADO SOBRINHO;FMS;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIME DE CIÊNCIAS JURÍDICAS;FCJ;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE M-EDUCAR;FAMED;CE;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE SALVADOR;IESUS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Canadenses no Brasil;;ES;universidade e instâncias ligadas à universidades;;;
Faculdade UNA de Conselheiro Lafaiete;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIBF;;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Bambuí;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO ESTADO DA BAHIA;UNEB;BA;universidade e instâncias ligadas à universidades;;;
iCEV - Instituto de Ensino Superior;;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DO INSTITUTO BANDEIRANTE DE EDUCAÇÃO E CULTURA;IBEC;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO GAMA E SOUZA;;RJ;universidade e instâncias ligadas à universidades;;;
Centro Universitário de Bauru;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade do Vale do Caju;FVC;CE;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS CAMPOS SALLES;FICS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE TERRA NORDESTE;FATENE;CE;universidade e instâncias ligadas à universidades;;;
