Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
INSTITUTO SUPERIOR DE EDUCAÇÃO DE MATIAS BARBOSA;ISEMB;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DO RIO GRANDE;FURG;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU OLINDA;;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Ibiapaba;;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE POLIS DAS ARTES;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Central de Minas;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DO PLANALTO DE ARAXÁ;UNIARAXÁ;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE CCI;FAC CCI;DF;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências e Tecnologia Paschoal Dantas;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE BIOPARK;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI ANTÔNIO ADOLPHO LOBBE;;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA;IFB;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SANTA CATARINA;FASC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE AVARÉ;IESA/FACCAA;SP;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE SECRETARIADO DE PERNAMBUCO;ESUSPE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade SNA Digital;SNA Digital;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS ECONÔMICAS DA REGIÃO CARBONÍFERA;FACIERC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE PEDAGOGIA;ANAEC;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA CARAJÁS;FIC;PA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE INTEGRAÇÃO DO ENSINO SUPERIOR DO CONE SUL;FISUL;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIS POUSO ALEGRE;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade SENAC Goiás;FacSenacGO;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA ASSESSORITEC;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Norte-Sul;FANS;SC;universidade e instâncias ligadas à universidades;;;
INSTITUTO MATONENSE MUNICIPAL DE ENSINO SUPERIOR;IMMES;SP;universidade e instâncias ligadas à universidades;;;
Faculdades FAMEP Unidade Teresina - P;FAMEP;PI;universidade e instâncias ligadas à universidades;;;
INSTITUTO POLITÉCNICO DOCTUM DE VITÓRIA;;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Regional Alternativa;FERA;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE SABERES;SABERES;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CAMPINA GRANDE DO SUL;FACSUL;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO DE GOVERNADOR VALADARES;FAGV;MG;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO PADRE ALBINO;;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Taguaí;FIT;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Educacionais do Rio Grande do Norte;FACERN;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Una de Sete Lagoas;Unaset;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO SUPERIOR DE LINHARES;FACELI;ES;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DO ALTO SÃO FRANCISCO;ISAF;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE COMUNICAÇÃO SOCIAL DE PASSOS;FACOMP;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC;FELM;;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE MINAS GERAIS - FATEMIG;;;universidade e instâncias ligadas à universidades;;;
FACULDADE CRISTÃ DE EDUCAÇÃO SUPERIOR;FACES;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA IPIRANGA;FAC. IPIRANGA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de São José do Rio Preto;;;universidade e instâncias ligadas à universidades;;;
ESCOLA DE GOVERNO EM SAÚDE PÚBLICA DE PERNAMBUCO;ESPPE;;universidade e instâncias ligadas à universidades;;;
Faculdade dos Guararapes;FG;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS ECONÔMICAS;FACAMP;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI CONDE JOSÉ VICENTE DE AZEVEDO;;;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE SÃO JOSÉ DOS CAMPOS;FMN SJ CAMPOS;;universidade e instâncias ligadas à universidades;;;
FACULDADE EDUCACIONAL DE FRANCISCO BELTRÃO;FEFB;;universidade e instâncias ligadas à universidades;;;
Faculdade Dom Pedro II de Barreiras;DP II Barreiras;;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE PORTO FERREIRA;ESPF;;universidade e instâncias ligadas à universidades;;;
Faculdade Uninassau Aliança - Redenção;Nassau Aliança;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CAPIMGROSSENSE;ISEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DA ALTA PAULISTA;FADAP;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU FORTALEZA - PARANGABA;;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Mogi Guaçu;;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Irecê;;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE SOUSA;;;universidade e instâncias ligadas à universidades;;;
Fundação Escola de Governo ENA;ENA;;universidade e instâncias ligadas à universidades;;;
FACULDADE RUY BARBOSA DE TECNOLOGIA EM PROCESSAMENTO DE DADOS;FRBTPD;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS RIO BRANCO - FIRB;FIRB;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINTA;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE INOVAÇÃO TECNOLÓGICA DE LONDRINA;FAC-CESUMAR;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE CONCÓRDIA;EAFC;;universidade e instâncias ligadas à universidades;;;
Escola Superior da Magistratura Tocantinense;ESMAT;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DE OLIVEIRA;ISEOL;;universidade e instâncias ligadas à universidades;;;
FACULDADE RENOVAÇÃO DE PONTA GROSSA;RENOVAÇÃO;;universidade e instâncias ligadas à universidades;;;
Faculdade Wyden São Paulo;Wyden SP;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DA AMAZÔNIA;FAZ;;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum de Administração e Educação de Vitória;DOCTUM;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS DA SAÚDE DE JOINVILLE;FCSJ;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE INOVAÇÃO TECNOLÓGICA DE PONTA GROSSA;FAC-CESUMAR;;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DO PIAUÍ;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS GERENCIAIS;FACIG;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DE CLÁUDIO;ISEC;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Jales;;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS CESUMAR;CESUMAR;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS CONTÁBEIS DE RECIFE;FACCOR;;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Tecnologia de Betim;PIT Betim;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS DA SAÚDE;FASU;;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR E PESQUISA;INESP;;universidade e instâncias ligadas à universidades;;;
IPE INSTITUTO DE PESQUISAS ECOLOGICAS;IPE;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINABUCO SALVADOR;NABUCO SALVADOR;;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum de Saúde da Serra;DOCTUM;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DE DIVINÓPOLIS;ISED;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Juiz de Fora;;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Marabá;;;universidade e instâncias ligadas à universidades;;;
FACULDADE FAE SÃO JOSÉ DOS PINHAIS;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE PENEDO;FCSAP;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIVERITAS UNIVERSUS VERITAS DE OSASCO;UNIVERITAS OSA;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS JURÍDICAS E SOCIAIS APLICADAS DE PRIMAVERA DO LESTE;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE GARÇA;FAEG;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ARTE E DESIGN;FAD;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de São Carlos;;;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE BELO HORIZONTE;FMN BH;;universidade e instâncias ligadas à universidades;;;
FACULDADE LATINO AMERICANA;FLA;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FAD-FAAP;;universidade e instâncias ligadas à universidades;;;
CENTRO DE ENSINO SUPERIOR DO TOCANTINS;;;universidade e instâncias ligadas à universidades;;;
ACADEMIA DA FORÇA AÉREA;AFA;;universidade e instâncias ligadas à universidades;;;
Escola Superior de Advocacia Pública;ESAP/PGE-RJ;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS DE UNIÃO DA VITÓRIA;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA INED - UNIDADE BARREIRO;-;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia do SENAI Horácio Augusto da Silveira;;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINABUCO JANGA;;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINASSAU JABOATÃO;;;universidade e instâncias ligadas à universidades;;;
FACULDADE INTEGRADA DE VILA VELHA;MULTIVIX VILA V;;universidade e instâncias ligadas à universidades;;;
FACULDADE HORIZONTES;FH;;universidade e instâncias ligadas à universidades;;;
FACULDADE VITORIANA DE CIÊNCIAS CONTÁBEIS;FVCC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS DA SAÚDE DE ARIQUEMES;FACISA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Jaú;;;universidade e instâncias ligadas à universidades;;;
INSTITUTO BRASILEIRO DE DIREITO TRIBUTÁRIO;IBDT;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Taubaté;;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE ALEGRE;EAFA;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNAMA DE PARAUAPEBAS;UNAMA PEBAS;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Itapira;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DE PORTO ALEGRE;FADIPA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Franca;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE INFORMÁTICA DE PASSOS;FIP;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS GERENCIAIS;FACIG;;universidade e instâncias ligadas à universidades;;;
Faculdade Guairacá de Prudentópolis;FGP;;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum de Direito da Serra;DOCTUM;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Indaiatuba;;;universidade e instâncias ligadas à universidades;;;
Faculdade FAE Araucária;FAE;;universidade e instâncias ligadas à universidades;;;
FACULDADE CAMPO GRANDE;FCG;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE DIREITO DE PASSOS;FADIPA;;universidade e instâncias ligadas à universidades;;;
Faculdade Itaboraí;;;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE EDUCAÇÃO SUPERIOR GUAIANÁS;IESG;;universidade e instâncias ligadas à universidades;;;
INSTITUTO BENJAMIN CONSTANT;IBC;;universidade e instâncias ligadas à universidades;;;
Faculdade Uninassau Fortaleza Savanah;Nassau Savanah;;universidade e instâncias ligadas à universidades;;;
Hospital Militar da Área de Recife;HMAR;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA;FCCP;;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITARIO UNIVERSO BELO HORIZONTE;;;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR DE TECNOLOGIA E EDUCAÇÃO DE RIO CLARO;ESRC;;universidade e instâncias ligadas à universidades;;;
Escola Superior de Adm., Marketing e Com. de Perdizes;ESAMC PERDIZES;;universidade e instâncias ligadas à universidades;;;
FACULDADE ANGLO-AMERICANO DE JOÃO PESSOA;FAAJP;;universidade e instâncias ligadas à universidades;;;
FACULDADE BARÃO DE PIRATININGA;AES;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE SERTÃO;EAFS;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia SENAI Suiço-Brasileira Paulo Ernesto Tolle;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS EXATAS E TECNOLÓGICAS SANTO AGOSTINHO - FACET;FACET;;universidade e instâncias ligadas à universidades;;;
FACULDADE EDUCAÇÃO FÍSICA DE PASSOS;FADEF;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Paragominas;;;universidade e instâncias ligadas à universidades;;;
Faculdade Estácio Cotia;Estácio FAAC;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE INCONFIDENTES;EAFI;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Rio Branco;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO THEREZA PORTO MARQUES;FAETEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DO SUL DA BAHIA;FASB;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNINABUCO NATAL;;;universidade e instâncias ligadas à universidades;;;
Faculdade Avantis de Itapema;Avantis;;universidade e instâncias ligadas à universidades;;;
Faculdade Dom Pedro II de Jequié;DP II;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de São José dos Campos - Jessen Vidal;;;universidade e instâncias ligadas à universidades;;;
Centro Universitário Presidente Antônio Carlos  Juiz de Fora;UNIPAC;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE MACHADO;EAFM;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia Senai Theobaldo de Nigris;SP SENAI;;universidade e instâncias ligadas à universidades;;;
INSTITUTO PAV;PAV;;universidade e instâncias ligadas à universidades;;;
FACULDADE RENASCENÇA;FACRENA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Itabira;;;universidade e instâncias ligadas à universidades;;;
Faculdade Doctum de Guarapari;DOCTUM;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG;FEAD - MG;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO ANGLO-AMERICANO;ISEAAFI;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENGENHARIA ELÉTRICA DE CONSELHEIRO LAFAIETE;FACEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS JURÍDICAS DE ALAGOAS;FCJAL;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE COMUNICAÇÃO SOCIAL JK;FACULDADE JK;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO JK;FACULDADE JK;;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTADUAL DE CIÊNCIAS ECONÔMICAS DE APUCARANA;FECEA;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE SÃO JOÃO EVANGELISTA;EAFSJE-MG;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE CIÊNCIAS HUMANAS E SOCIAIS APLICADAS DE ABAETÉ;ISAB;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Campinas;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS IBMEC;FACULDADES IBMEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTADUAL DE FILOSOFIA CIÊNCIAS LETRAS UNIÃO DA VITÓRIA;FAFIUV;;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Estudos Sociais de Governador Valadares;FUNEES G. Valadares;;universidade e instâncias ligadas à universidades;;;
FACULDADE  PITÁGORAS;;;universidade e instâncias ligadas à universidades;;;
FACULDADE ITABIRANA DE SAÚDE;FISA;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO FÍSICA MONTENEGRO;FAEFM;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Alagoinhas;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DO ESPÍRITO SANTO;FACES;;universidade e instâncias ligadas à universidades;;;
Escola Saúde Pública - ESPMT;ESPMT;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CAMPO LIMPO PAULISTA;ISECAMP;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO FÊNIX DE BAURU;FÊNIX;;universidade e instâncias ligadas à universidades;;;
FACULDADE CATÓLICA DE UBERLÂNDIA;FCU;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE JACAREÍ;FIJ;;universidade e instâncias ligadas à universidades;;;
ESCOLA AGROTÉCNICA FEDERAL DE SATUBA;EAFSATUBA;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE UNAÍ;ISEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ADMINISTRAÇÃO DE ASSIS;FAA;;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DO ACRE;IESACRE;;universidade e instâncias ligadas à universidades;;;
FACULDADE PORTO-ALEGRENSE;FAPA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Botucatu;;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS CESUMAR DE GUARAPUAVA;CESUMAR;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI MARIANO FERRAZ;;;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIDA DA PARAÍBA;UNPB;;universidade e instâncias ligadas à universidades;;;
Universidade Estadual de Feira de Santana;;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE PONTA PORÃ;FIP;;universidade e instâncias ligadas à universidades;;;
FACULDADE ITABIRANA DE DESENVOLVIMENTO DAS CIÊNCIAS E TECNOLOGIAS;FATEC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DA ZONA LESTE;;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Cotia;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENGENHARIA DA FUNDAÇÃO ARMANDO ALVARES PENTEADO;FEFAAP;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CENECISTA DE CAPIVARI;ISECC;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Itapeva;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ODONTOLOGIA DE CARUARU;FOC;;universidade e instâncias ligadas à universidades;;;
FACULDADE IEPG;IEPG;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Itaquera;;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE;ISEE;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Catanduva;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SAÚDE E DESENVOLVIMENTO HUMANO SANTO AGOSTINHO;FS;;universidade e instâncias ligadas à universidades;;;
FACULDADE CAPIXABA DE CARIACICA;MULTIVIX CARIAC;;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Teófilo Otoni;FUCJ T. Otoni;;universidade e instâncias ligadas à universidades;;;
Hospital Central do Exército;HCE;;universidade e instâncias ligadas à universidades;;;
FACULDADE CAPIXABA DE NOVA VENÉCIA;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE INFORMÁTICA DO RECIFE;FACIR;;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DO RIO GRANDE DO NORTE;IESRN;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO NOSSA SENHORA DE SION;ISE- SION;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Santo Antônio de Jesus;;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DO VALE DO IGUAÇU;;;universidade e instâncias ligadas à universidades;;;
Faculdade Vale do Iguaçu Canoinhas;;;universidade e instâncias ligadas à universidades;;;
Faculdade Brasil Inteligente;;;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE FRANCA;;;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MUNICIPAL DE SÃO JOSÉ;;;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO GRANDE ABC;UNIABC;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS MÉDICAS DE CAMPINA GRANDE;FCM;;universidade e instâncias ligadas à universidades;;;
CENTRO DE EDUCAÇÃO SUPERIOR - ÚNICA;UNICA;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE MODA DE PASSOS;FAMOPA;;universidade e instâncias ligadas à universidades;;;
FACULDADE FÊNIX DE BAURU;FÊNIX;;universidade e instâncias ligadas à universidades;;;
Faculdade Politécnica de Londrina;POLITÉCNICA;;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Santana de Parnaíba;;;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ALTO VALE DO RIO DO PEIXE;;;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Abre Campo;FUNEES Abre Campo;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS NOSSA SENHORA DE SION;FAFI/SION;;universidade e instâncias ligadas à universidades;;;
FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO;FACED;;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTADUAL DE CIÊNCIAS E LETRAS DE CAMPO MOURÃO;FECILCAM;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE MEDICINA VETERINÁRIA E ZOOTECNIA;FAMED;;universidade e instâncias ligadas à universidades;;;
Instituto de Assistência Médica ao Serviço Público Estadual;IAMSPE;;universidade e instâncias ligadas à universidades;;;
FACULDADE RENOVAÇÃO DE GUARAPUAVA;RENOVAÇÃO;;universidade e instâncias ligadas à universidades;;;
FACULDADE BRASÍLIA DE SÃO PAULO;FABRASP;;universidade e instâncias ligadas à universidades;;;
Instituto Nacional de Cardiologia;INC;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Uruguaiana;;;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS FACVEST;FACVEST;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Jequié;;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA INED - UNIDADE VENDA NOVA;;;universidade e instâncias ligadas à universidades;;;
FACULDADE BRASILEIRA DE RECURSOS HUMANOS;FBRH;;universidade e instâncias ligadas à universidades;;;
Escola de Magistratura do Estado do Rio de Janeiro;EMERJ;;universidade e instâncias ligadas à universidades;;;
FACULDADE SUDOESTE PAULISTA-ITAPETININGA;FSP;;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE PATOS DE MINAS;UNIPAM;;universidade e instâncias ligadas à universidades;;;
FACULDADE DIVINÓPOLIS;FACED;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DO VALE DO JURUENA;AJES;;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE CIÊNCIAS AGRÁRIAS;;;universidade e instâncias ligadas à universidades;;;
INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO;IESMT;;universidade e instâncias ligadas à universidades;;;
FACULDADE ADVENTISTA DE ADMINISTRAÇÃO DO NORDESTE;FAAD;;universidade e instâncias ligadas à universidades;;;
ESCOLA DE EDUCAÇÃO FÍSICA DE ASSIS;EEFA;;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO - DUPLICIDADE COM CÓD 56;;;universidade e instâncias ligadas à universidades;;;
FACULDADE FRONTEIRA;FECAF;;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTADUAL DE FILOSOFIA, CIÊNCIAS E LETRAS DE PARANAGUÁ;FAFIPAR;;universidade e instâncias ligadas à universidades;;;
ESCOLA DE GOVERNO DO MARANHÃO;EGMA;;universidade e instâncias ligadas à universidades;;;
FACULDADES VALE DO CARANGOLA - FAVALE;FAVALE;;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Mariana;FUCIJUR Mariana;;universidade e instâncias ligadas à universidades;;;
FACULDADE JK ADMINISTRAÇÃO DE VALPARAÍSO;FACULDADE JK;;universidade e instâncias ligadas à universidades;;;
FACULDADE DE EDUCAÇÃO DE ALTA FLORESTA;FEAFLOR;;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Serra;;;universidade e instâncias ligadas à universidades;;;
Faculdades Adamantinenses Integradas;;;universidade e instâncias ligadas à universidades;;;
