Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Faculdade Itabirana de Saúde;FISA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Ítalo Brasileira;FIB;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Iteana de Botucatu;FITB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Iteana de Ibitinga;FITI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade J. Simões Ensino Superior;FABAVI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Jaguariaíva;FAJAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Jangada;FJ;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Japi;IJES;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Jesuíta de Filosofia e Teologia;FAJE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Jesus Maria José;FAJESU;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Jk Administração de Valparaíso;Faculdade JK;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Jk Valparaíso;Faculdade JK;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Joana D'Arc;FJD;SP;universidade e instâncias ligadas à universidades;;;
Faculdade José Augusto Vieira;FJAV;SE;universidade e instâncias ligadas à universidades;;;
Faculdade José Lacerda Filho de Ciências Aplicadas;FAJOLCA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Juscelino Kubitschek;FJK;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Juvêncio Terra;FJT;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Kennedy;FK;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Kurios;FAK;CE;universidade e instâncias ligadas à universidades;;;
Faculdade La Salle;UNILASALLE;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Latino Americana;FLA;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Latino Americana de Educação;FLATED;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Leonardo da Vinci;ULBRA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Lions;FAC-LIONS;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Literatus;UNICEL;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Ls;FACELS;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Luiz Eduardo Magalhães;FILEM;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Luso-Brasileira;FALUB;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Luterana Rui Barbosa;FALURB;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Luterana São Marcos;FALSM;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Machado de Assis;FAMA;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Machado Sobrinho;FMS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Madre Tereza;FAMAT;AP;universidade e instâncias ligadas à universidades;;;
Faculdade Madre Thais;FMT;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Magister;MAGISTER;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Marechal Rondon;FMR;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Maria Augusta Ribeiro Daher;FMA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Maria Milza;FAMAM;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Maringá;CESPAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Mário de Andrade;FMA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Marista;FMR;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Martha Falcão;FMF;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Mater;FAMATER;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Mater Dei;FMD;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Maurício de Nassau;F.M.N.;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Max Planck;AESI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Mercúrio;FAMERC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Meridional;IMED;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Mestra;Mestra;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Metodista de Ciências Humanas e Exatas;METODISTA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Metodista de Santa Maria;FAMES;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Metodista do Sul Paulista;FMSP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Metodista Granbery;FMG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana;POLIFUCS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana;unnesa;RO;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana da Grande Fortaleza;FAMETRO;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana da Grande Recife;UNESJ;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Belo Horizonte -Metropolitana -Bh;Metropolitanabh;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Blumenau;FAMEBLU;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Caieiras;FMC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Camaçari;FAMEC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Curitiba;FAMEC;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Guaramirim;FAMEG;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Manaus;FAMETRO;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana de Maringá;UNIFAMMA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Metropolitana Londrinense;UMP;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Michelangelo;Michelangelo;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Minas Gerais;FAMIG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Modelo;FACIMOD;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Módulo Paulista;FMP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Monteiro Lobato;FATO;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Montes Belos;FMB;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Montessori de Ibiúna;FMI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Montessoriano de Salvador;FAMA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Moraes Júnior - Mackenzie Rio;FMJ - MACKENZIE RIO;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Morumbi Sul;FMS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Mozarteum de São Paulo;FAMOSP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Multieducativa;MULTIEDUCATIVA;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Municipal Professor Franco Montoro de Mogi Guaçu;FMPFM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Nacional;FINAC;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Natalense para O Desenvolvimento do Rio Grande do Norte;FARN;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Network;NWK;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Nobre de Feira de Santana;FAN;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Nordeste;Fanor;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Norte Paranaense;UNINORTE;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Nossa Cidade;FNC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Nossa Senhora Aparecida;FANAP;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Nossa Senhora de Fátima;FACULDADE FÁTIMA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Novo Ateneu de Guarapuava;FG;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Novo Milênio;FNM;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Novos Horizontes;Novos Horizontes;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Octógono;FOCO;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Omni;OMNI;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Orígenes Lessa;FACOL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Padrão;PADRAO;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Padre João Bagozzi;Faculdade Bagozzi;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Palas Atena de Chopinzinho;FPA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Palotina;FAPAS;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Pan Americana;FPA;PA;universidade e instâncias ligadas à universidades;;;
Faculdade para O Desenvolvimento de Pernambuco;FADEPE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Paraíso;FAP;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Paraíso do Ceará;FAP;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Paranaense;FACCAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Administração e Ciências Contábeis de Hortolândia;FAPACCH;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Artes;FPA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Educação e Comunicação;FAPEC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Serviço Social;FAPSS-SP.;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Serviço Social de São Caetano do Sul;FAPSS-SCS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Paulus de Tecnologia e Comunicação;FAPCOM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pereira de Freitas;FPF;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Piauiense;FAP;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Piauiense;FAP;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Pilares;FAPI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Pinhalzinho;HORUS;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Pinheiro Guimarães;FAPG;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Pio Décimo;FPD;SE;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Administração Superior;FPAS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Betim;PITÁGORAS-BETIM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Ipatinga;FPI;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Planalto - FAPLAN;FAPLAN;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Planalto de Administração e Ciências Econômicas;FACPLAN;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Planalto de Ciência da Computação;FACPLAN;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Planalto de Filosofia, Ciências e Letras;FACPLAN;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Politécnica de Campinas;POLICAMP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Politécnica de Uberlândia;FPU;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Pontal do Paranapanema;FAC PONTAL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Portal;PORTAL;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Porto Seguro;FAPS;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Potiguar da Paraíba;FPB;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Presbiteriana Gammon;FAGAMMON;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Projeção;FAPRO;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Promove de Minas Gerais;PROMOVE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Prudente de Moraes;FPM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Quirinópolis;FAQUI;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Radial Curitiba;;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Raízes;SER;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Ranchariense;FRAN;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Redentor;FACREDENTOR;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Regional da Bahia;FARB;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Regional de Alagoinhas;FARAL;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Regional de Filosofia, Ciências e Letras de Candeias;FAC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Regional de Ribeira do Pombal;FARRP;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Regional Serrana;UNIVENETO;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Reinaldo Ramos;CESREI;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Renascença;FACRENA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Reunida;FAR;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Rio Sono;RISO;TO;universidade e instâncias ligadas à universidades;;;
Faculdade Roraimense de Ensino Superior;FARES;RR;universidade e instâncias ligadas à universidades;;;
Faculdade Ruy Barbosa de Administração e de Direito;FRBA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Ruy Barbosa de Ciência da Computação;FRBCC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Ruy Barbosa de Psicologia;FRBPSIC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Ruy Barbosa de Tecnologia em Processamento de Dados;FRBTPD;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Saberes;Saberes;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana de Santa Teresa;FSST;MS;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana de Vitória;UNISALES;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana do Nordeste;FASNE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana Dom Bosco;FSDB;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana Dom Bosco de Piracicaba;FSDB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Salesiana Maria Auxiliadora;FSMA;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Sant´Anna de Salto;FASAS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Amélia;SECAL;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Cecília;FASC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Clara;FASCLA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Cruz;FACRUZ;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Emília de Rodat;FASER;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Fé;CESSF;MA;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Giulia;FSG;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Helena;FSH;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Izildinha;FIESI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Marcelina;FASM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Maria;FSM;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Maria;FSM;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Rita;FASAR;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Rita;FASAR;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Rita de Cássia;UNIFASC;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Terezinha;CEST;MA;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Terezinha;FAST;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Sant'Ana;IESSA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Santíssimo Sacramento;FSSS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Santo Agostinho;FSA;PI;universidade e instâncias ligadas à universidades;;;
Faculdade Santo Antonio;FSA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Santo Antônio de Pádua;FASAP;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade São Bento da Bahia;FSBB;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Camilo;;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Camilo;FASC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade São Camilo;FASC-MG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade São Francisco de Assis;FASFA;MT;universidade e instâncias ligadas à universidades;;;
Faculdade São Francisco de Assis;UNIFIN;RS;universidade e instâncias ligadas à universidades;;;
Faculdade São Francisco de Barreiras - Fasb;FASB;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Francisco de Juazeiro;FASJ;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Gabriel;FSG;PI;universidade e instâncias ligadas à universidades;;;
Faculdade São Geraldo;FSG;ES;universidade e instâncias ligadas à universidades;;;
Faculdade São José;FSJ;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade São José;FSJ;MA;universidade e instâncias ligadas à universidades;;;
Faculdade São Judas Tadeu;FSJT;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade São Judas Tadeu de Pinhais;FAPI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade São Lucas;FSL;RO;universidade e instâncias ligadas à universidades;;;
Faculdade São Luís;FSL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade São Luís;FSL;SC;universidade e instâncias ligadas à universidades;;;
Faculdade São Luís de França;FSLF;SE;universidade e instâncias ligadas à universidades;;;
Faculdade São Marcos;FASAMAR;TO;universidade e instâncias ligadas à universidades;;;
Faculdade São Miguel;FACULDADE SÃO MIGUEL;PE;universidade e instâncias ligadas à universidades;;;
Faculdade São Salvador;FSS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Sebastião;FASS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade São Tomás de Aquino;FACESTA;AL;universidade e instâncias ligadas à universidades;;;
Faculdade São Tomaz de Aquino;FSTA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade São Vicente;FASVIPA;AL;universidade e instâncias ligadas à universidades;;;
Faculdade Savonitti;FS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade SEAMA;SEAMA;AP;universidade e instâncias ligadas à universidades;;;
Faculdade Senac Minas;FSM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Senac/Rs;SENACRS;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Senai-Cetiqt;SENAI-CETIQT;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Serrana de Ensino Superior;FASEP;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Sete de Setembro;FA7;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Sete de Setembro;FASETE;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Sete de Setembro;FASS;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Sete Lagoas de Minas Gerais;FSLMG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Setelagoana de Ciências Gerenciais;FASCIG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Sinergia;SINERGIA;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Sinop;FASIP;MT;universidade e instâncias ligadas à universidades;;;
Faculdade Social da Bahia;FSBA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Sudamérica;SUDAMÉRICA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Sudoeste Paulista;FSP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Sudoeste Paulistano;FASUP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Sul Brasil;FASUL;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Sul da América;SULDAMÉRICA;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Sul Fluminense;FASF;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Sul-Americana;FASAM;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Sumaré;ISES;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Superior de Ribas do Rio Pardo;FASURP;MS;universidade e instâncias ligadas à universidades;;;
Faculdade Taboão da Serra;FTS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Táhirih;FT;AM;universidade e instâncias ligadas à universidades;;;
Faculdade Tamandaré;FAT;GO;universidade e instâncias ligadas à universidades;;;
Faculdade Tancredo Neves;FTN;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Tecsoma;FATEC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Tijucussu;TIJUCUSSU;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Três de Maio;SETREM;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Triângulo Mineiro;FTM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Ubaense Ozanam Coelho;FAGOC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Uirapuru;FAU;SP;universidade e instâncias ligadas à universidades;;;
Faculdade União;Faculdade União;SP;universidade e instâncias ligadas à universidades;;;
Faculdade União Americana;UNIAMERICANA;RN;universidade e instâncias ligadas à universidades;;;
Faculdade União das Américas;UNIAMÉRICA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade União de Quedas do Iguaçu;FAQ;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Unilagos;UNILAGOS;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Unime de Ciências Exatas e Tecnológicas;FCT;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Unime de Ciências Jurídicas;FCJ;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Unime de Ciências Sociais;FCS;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Unime de Educação e Comunicação;FEC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Unirg;UNIRG;TO;universidade e instâncias ligadas à universidades;;;
Faculdade Unissa de Sarandi;UNISSA;PR;universidade e instâncias ligadas à universidades;;;
Faculdade Vale do Aporé;FAVA;MS;universidade e instâncias ligadas à universidades;;;
Faculdade Vale do Cricaré;F.V.C.;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Vale do Gorutuba;FAVAG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Vale do Salgado;FVS;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Vasco da Gama;FCCB;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Venda Nova do Imigrante;FAVENI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Visconde de Cairú;FAVIC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Vitoriana de Ciências Contábeis;FAVI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Vitoriana de Tecnologia;FAVI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Vizcaya;Vizcaya;SC;universidade e instâncias ligadas à universidades;;;
Faculdade Vizinhança Vale do Iguaçu;VIZIVALI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade XV de Agosto;FAQ;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Zacarias de Góes;FAZAG;BA;universidade e instâncias ligadas à universidades;;;
Faculdade Zumbi dos Palmares;FAZP;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Associadas de São Paulo;FASP;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Associadas de Uberaba - Fazu;FAZU;MG;universidade e instâncias ligadas à universidades;;;
Faculdades da Fundação de Ensino de Mococa;FaFEM;SP;universidade e instâncias ligadas à universidades;;;
Faculdades de Dracena;FADRA;SP;universidade e instâncias ligadas à universidades;;;
Faculdades ESEFAP;;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Eurobras - Estudos Universitários Regionais Brasileiros;EUROBRAS;DF;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Adventistas de Minas Gerais;FADMINAS;MG;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Antônio Eufrásio de Toledo de Presidente Prudente;FIAETPP;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Aparício Carvalho;FIMCA;RO;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Associação de Ensino de Santa Catarina;FASSESC;SC;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Barros Melo;FIBAM;PE;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Campo-Grandenses;FIC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Campos Salles;FICS;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Claretianas;FIC;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas Coração de Jesus;FAINC;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas da Terra de Brasília;FTB;DF;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas da União de Ensino Superior Certo;UniCerto;DF;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas da Upis;UPIS;DF;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas da Vitória de Santo Antão;FAINTVISA;PE;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Angeles;FIA;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Araraquara;FIAR;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Ariquemes;FIAR;RO;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Bauru;FIB;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Botucatu;UNIFAC;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Cacoal;UNESC;RO;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Caratinga;FIC;MG;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Cassilândia;FIC;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Cataguases;FIC;MG;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Ciências Humanas, Saúde e Educação de Guarulhos;FG;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Coxim;FICO;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Cruzeiro;FIC;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Diamantino;FID;MT;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Fátima do Sul;FIFASUL;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Fernandópolis;FIFE;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Itapetininga;FII;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Itararé;FAFIT-FACIC;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Jacareí;FIJ;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Jacarepaguá;FIJ;RJ;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Jahu;FIJ;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Mineiros;FIMES;GO;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Naviraí;FINAV;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Ourinhos;FIO;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Paranaíba - Fipar;FIPAR;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Patos;FIP;PB;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Pedro Leopoldo;FIPEL;MG;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Ponta Porã;FIP;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Ribeirão Pires;FIRP;SP;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Rio Verde;FIRVE;MS;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Rondonópolis;UNIR-ROO;MT;universidade e instâncias ligadas à universidades;;;
Faculdades Integradas de Santa Fé do Sul;FUNEC;SP;universidade e instâncias ligadas à universidades;;;
