Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Faculdade de Ciências Médicas e Paramédicas Fluminense;SEFLU;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas;FACISA;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas;UNICEN;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas;UNIC;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas;FACISA - CELER;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas - Facisa;FACISA;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de Belo Horizonte;FACISABH;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de Cascavel;FCSAC;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de Conselheiro Lafaiete;FACESA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de Extrema;FAEX;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de Sinop;FACISAS;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas de União da Vitória;UNIGUAÇU;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas do Sul de Minas - Facesm;FACESM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas do Vale do São Lourenço;EDUVALE;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas IBMEC;Faculdades Ibmec;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais Aplicadas Santo Agostinho;FACISA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais de Florianópolis;FCSF;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais de Guarantã do Norte;FCSGN;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais de Ibiraçu;UNIVILA;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais dos Palmares;FACIP;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais e Agrárias de Itapeva;FAIT;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais e Aplicadas de Diamantino;UNED;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais e Aplicadas do Paraná;FACET;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais e Humanas Sobral Pinto;FAIESP;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Sociais e Tecnológicas FACITEC;FACITEC;DF;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências, Cultura e Extensão do Rio Grande do Norte;FACEX;RN;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências, Educação e Teologia do Norte do Brasil;FACETEN;RR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências, Letras e Educação do Noroeste do Paraná;FACINOR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Colider;FACIDER;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Computação e Informática da Fundação Alvares Penteado;FCI-FAAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Comunicação e Marketing da - Fundação Armando Álvares Penteado;FACOM-FAAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Comunicação Social de Guarapari;FACOM;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Comunicação Social de Hortolândia;FCSH;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Comunicação Social de Passos;FACOMP;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Comunicação Social Jk;Faculdade JK;DF;universidade e instâncias ligadas à universidades;;;
Faculdade de Desenho de Tatuí;FDT;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Desenho Industrial de Mauá;FADIM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Desenvolvimento e Integração Regional;FADIRE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Desenvolvimento Sustentável de Cruzeiro do Sul;IEVAL;AC;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito da Alta Paulista;FADAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito da Fundação Armando Alvares Penteado;FAD-FAAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito da Serra;FABAVI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Araguaína;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Bauru;FDB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Boa Vista;FDBV;RR;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Caruaru;FADICA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Conselheiro Lafaiete;FDCL;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Franca;FDF;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Itabira;FDI;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Itú;FADITU;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Mogi Mirim;FDMM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Passos;FADIPA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Pedro Leopoldo;FADIPEL;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Porto Alegre;FADIPA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Santa Maria;FADISMA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de São Sebastião do Paraíso;DIREITO;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Sorocaba;FADI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Tangará da Serra;UNIC;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Varginha - Fadiva;FADIVA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito de Vila Velha;UNIVILA;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito do Sul de Minas;FDSM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito do Vale do Rio Doce;FADIVALE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito e Ciências Sociais do Leste de Minas - Fadileste;FADILESTE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Francisco Beltrão;CESUL;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Milton Campos;FDMC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Padre Arnaldo Janssen;FAJANSSEN;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Professor Damásio de Jesus;FDDJ;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Promove;Promove;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito Santo Agostinho;FADISA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito São Judas Tadeu de Porto Alegre;SJT;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Domingos Martins;URSES;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Economia da Fundação Armando Alvares Penteado;FEC-FAAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Economia e Finanças do Rio de Janeiro;FEFRJ;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Economia e Finanças IBMEC;Faculdades Ibmec;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Economia e Processamento de Dados de Foz do Iguaçu;FEPI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Ciências e Artes Dom Bosco de Monte Aprazível;FAECA DOM BOSCO;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Ciências e Letras de Paraíso;FECIPAR;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Ciências e Letras de Ponta Porã;FECLEPP;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Ciências e Letras Don Domênico;FECLE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Costa Braga;FCB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação da Serra;FASE;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Alta Floresta;FEAFLOR;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Assis;FAEDA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Bom Despacho;FACEB;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Colorado do Oeste;FAEC;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Costa Rica;FECRA;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Guaratinguetá;FACEG;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Itaboraí;FEITA;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Jaru;UNICENTRO;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Nova Andradina;FENA;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Osvaldo Cruz;FEOCRUZ;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Porto Velho;UNIRON;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Tangará da Serra;FACEDUTS;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de Vitória;UNIVES - AUFES;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Ciências Administrativas de Vilhena;FECAV;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Ciências Gerenciais de Indaiatuba;FECGI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Ciências Gerenciais de São Paulo;FECG-SP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Ciências Gerenciais de Sumaré;FECGS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Ciências Humanas de Anicuns;FECHA;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Cultura Montessori;FAMEC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação e Tecnologia da Região Missioneira;FETREMIS;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Física da Associação Cristã de Moços de Sorocaba;FEFISO;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Física de Araguaína;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Física de Barra Bonita;FAEFI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Física de Foz do Iguaçu;FEPI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Física Montenegro;FAEFM;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Montenegro;FAEM;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação São Francisco;FAESF;MA;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação São Luís;FESL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Silva Serpa;FASS;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Superior de Timbaúba;FAEST;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Superior do Piemonte da Chapada;FESPC;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Thereza Porto Marques;FAETEC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação, Administração e Tecnologia de Ibaiti;FEATI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação, Ciências e Letras São Judas Tadeu;FECLSJT;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem de Arcoverde;FENFA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem de Belo Jardim;FAEB;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem de Passos;FAENPA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem do Hospital Israelita Albert Einstein;FEHIAE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem Luiza de Marillac;FELM;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem Nova Esperança;FACENE;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Enfermagem São Vicente de Paula;FESVIP;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia da Fundação Armando Alvares Penteado;FEFAAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia de Minas Gerais - Feamig;FEAMIG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia de Passos;FEP;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia de Resende;FER;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia de Sorocaba;FACENS;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia e Agrimensura de Pirassununga - Feap;FEAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia e Tecnologia do Instituto Mairiporã de Ensino Superior;IMENSU-FET;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia São Paulo;FESP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Engenharia Souza Marques;FESM;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior da Amazônia Reunida;FESAR;PA;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior da Cidade de Feira de Santana;FAESF/UNEF;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior da Paraíba;FESP;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior de Catalão;Faculdade CESUC;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior de Floriano;FAESF;PI;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior de Marechal Cândido Rondon;ISEPE RONDON;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior de São Miguel do Iguaçu;FAESI;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior do Centro do Paraná;UCP;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior do Piauí;FAESPI;PI;universidade e instâncias ligadas à universidades;;;
Faculdade de Ensino Superior Dom Bosco;FACDOMBOSCO;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Administrativos de Minas Gerais - Fead-Mg;FEAD - MG;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Avançados do Pará;FEAPA;PA;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Sociais Aplicados de Viana;FESAV;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Sociais de Barra do Garças;FESB;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Sociais do Espírito Santo;PIO XII;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Estudos Superiores de Minas Gerais;FEAD;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Farmácia e Bioquímica;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Carlos Queiroz;FAFIQUE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Alegre;FAFIA;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Caruaru;FAFICA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Congonhas;FAFIC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Ituverava;FFCL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Macaé;FAFIMA;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Mandaguari;FAFIMAN;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Penápolis;FAFIPE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Presidente Venceslau;FAFIPREVE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de São José do Rio Pardo;FFCL;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras de Tatuí;FAFICILE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Deputado José Laviola;FAFICIL;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Dom Bosco;FFCLDB;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Nossa Senhora de Sion;FAFI/SION;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Professora Nair Fortes Abu-Merhy;FAFI - PRONAFOR;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Santa Marcelina;FAFISM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Ciências e Letras Souza Marques;FFCLSM;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia de Passos;FAFIPA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia e Ciências Humanas de Goiatuba;FAFICH;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia e Letras de Diamantina;FAFIDIA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia e Teologia Paulo Vi;FFTP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia Santa Dorotéia;FFSD;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Boa Esperança;FAFIBE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Cajazeiras;FAFIC;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Carangola;FAVALE;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Duque de Caxias;FFCLDC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Ibitinga;FAIBI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Itapetininga;FFCLI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras de Piraju;FAFIP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras do Alto São Francisco;FASF;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Filosofia, Ciências e Letras Nossa Senhora Aparecida;FNSA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores da Mata Sul;FAMASUL;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Afogados da Ingazeira;FAFOPAI;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Araripina;FAFOPA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Belo Jardim;FABEJA;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Goiana;F.F.P.G.;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Penedo;FFPP;AL;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores de Serra Talhada;FAFOPST;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Formação de Professores e Especialistas de Educação;FAFOPEE;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Getúlio Vargas;FACULDADE IDEAU;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Guaçuí;UVV Guaçuí;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Guanambi;;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Guararapes;FAG;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ilha Solteira;FAISA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Imperatriz;FACIMP;MA;universidade e instâncias ligadas à universidades;;;
Faculdade de Informática de Passos;FIP;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Informática e Administração Paulista;FIAP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Informática Lemos de Castro;FILC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Integração do Ensino Superior do Cone Sul;FISUL;RS;universidade e instâncias ligadas à universidades;;;
Faculdade de Integração do Sertão;FIS;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Iporá;FAI;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Itaituba;FAI;PA;universidade e instâncias ligadas à universidades;;;
Faculdade de Itapiranga;SEI/FAI;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Itápolis - Facita;FACITA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Jaboticabal;Fajab;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Jaguariúna;FAJ;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Jandaia do Sul;FAFIJAN;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de José Bonifácio;FJB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Juazeiro do Norte;FJN;CE;universidade e instâncias ligadas à universidades;;;
Faculdade de Jussara;FAJ;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Letras de Nova Andradina;FALENA;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Lucas do Rio Verde;FVERDE;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Macapá;FAMA;AP;universidade e instâncias ligadas à universidades;;;
Faculdade de Mantena;FAMA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Marketing e Negócios;UNIESSA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Mauá - FAMA;FAMA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Barbacena;FAME;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Campos;FMC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Itajubá;FMIt;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Juazeiro do Norte;FMJ;CE;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Marília;FAMEMA;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Petrópolis;FMP;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de São José do Rio Preto;FAMERP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina do ABC;FMABC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina do Vale do Aço;FAMEVAÇO;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina Nova Esperança;FAMENE;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina Veterinária e Zootecnia;FAMED;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Milagres Ceará;FAMICE;CE;universidade e instâncias ligadas à universidades;;;
Faculdade de Minas;FAMINAS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Minas BH;FAMINAS-BH;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Mirandópolis;FAM;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Moda de Passos;FAMOPA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Nanuque;FANAN;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Natal;FAL;RN;universidade e instâncias ligadas à universidades;;;
Faculdade de Negócios e Tecnologias da Informação;FACNET;DF;universidade e instâncias ligadas à universidades;;;
Faculdade de Nova Serrana;FANS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Nutrição da Fundação de Ensino Superior de Passos;FANUTRI;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Odontologia;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Odontologia de Caruaru;FOC;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Odontologia de Manaus;FOM;AM;universidade e instâncias ligadas à universidades;;;
Faculdade de Odontologia do Recife;FOR;PE;universidade e instâncias ligadas à universidades;;;
Faculdade de Odontologia São Leopoldo Mandic;SLMANDIC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Orlândia;FAO;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Pará de Minas;FAPAM;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Pato Branco;FADEP;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Paulínia;FACP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Pedagogia;ANAEC;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Pedagogia da Serra;FABAVI;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Pedagogia de Afonso Cláudio;ISEAC;ES;universidade e instâncias ligadas à universidades;;;
Faculdade de Pedagogia de Vargem Grande Paulista;FPVGP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Pedagogia e Formação de Normalistas de Araguaína;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Pimenta Bueno;FAP;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Pindamonhangaba;FAPI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Piracanjuba;FAP;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Ponta Porã;FAP;MS;universidade e instâncias ligadas à universidades;;;
Faculdade de Porto Velho;FIP;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Presidente Epitácio - Fape;FAPE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Presidente Prudente;FAPEPE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Presidente Venceslau;FAPREV;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Primavera;CESPRI;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Quatro Marcos;FQM;MT;universidade e instâncias ligadas à universidades;;;
Faculdade de Reabilitação da ASCE;FRASCE;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Realeza;CESREAL;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Rolim de Moura;FAROL;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Roraima;FASES;RR;universidade e instâncias ligadas à universidades;;;
Faculdade de Sabará;SOECS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de São Bento;FSB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de São Bernardo do Campo - Fasb;FASB I;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de São Lourenço;FASAMA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de São Vicente;UNIBR;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Saúde de São Paulo;FASSP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Saúde e Desenvolvimento Humano Santo Agostinho;FS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Saúde Ibituruna;FASI-SANTA CASA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Saúde, Ciências Humanas e Tecnológicas do Piauí;NOVAFAPI;PI;universidade e instâncias ligadas à universidades;;;
Faculdade de Sergipe;FaSe;SE;universidade e instâncias ligadas à universidades;;;
Faculdade de Sertãozinho;FASERT;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Serviço Social de Bauru;FSSB;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Serviço Social de Passos;FASESP;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Serviço Social Santa Luzia;FSSSL;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Sistema de Informação;ITPAC;TO;universidade e instâncias ligadas à universidades;;;
Faculdade de Sistemas de Informação de Paraíso do Tocantins;FSIP;TO;universidade e instâncias ligadas à universidades;;;
